	Site Name	Type	Billing Address	Billing City	Billing State/Province	Billing Zip/Postal Code	Grant	# Full Time Slots	# Three Quarter Time Slots	# Half Time Slots	# Reduced Half Time Slots	# Quarter-Time Slots	# Minimum Time Slots	# Abbreviated Time Slots	full_address
0	Glenwood Elementary School	Education-K thru 12	2407 S. Houston	Amarillo	TX	79103	21-22 Amarillo ISD ACTX				2.0				2407 S. Houston, Amarillo, TX 79103
1	Humphrey's Highland Elementary School	Education-K thru 12	3901 SE 15th	Amarillo	TX	79104	21-22 Amarillo ISD ACTX			1	5.0				3901 SE 15th, Amarillo, TX 79104
2	Lamar Elementary School	Education-K thru 12	3800 S. Lipscomb	Amarillo	TX	79110	21-22 Amarillo ISD ACTX				2.0				3800 S. Lipscomb, Amarillo, TX 79110
3	Landergin Elementary School	Education-K thru 12	3209 S. Taylor	Amarillo	TX	79110	21-22 Amarillo ISD ACTX				2.0				3209 S. Taylor, Amarillo, TX 79110
4	Lawndale Elementary School	Education-K thru 12	2215 S. Bivins	Amarillo	TX	79103	21-22 Amarillo ISD ACTX				2.0				2215 S. Bivins, Amarillo, TX 79103
5	Oak Dale Elementary School	Education-K thru 12	2711 S. Hill	Amarillo	TX	79103	21-22 Amarillo ISD ACTX			1	2.0				2711 S. Hill, Amarillo, TX 79103
6	South Lawn Elementary School	Education-K thru 12	4719 S. Bowie	Amarillo	TX	79110	21-22 Amarillo ISD ACTX			2	4.0				4719 S. Bowie, Amarillo, TX 79110
7	Sunrise Elementary School	Education-K thru 12	5123 E. 14th	Amarillo	TX	79104	21-22 Amarillo ISD ACTX				2.0				5123 E. 14th, Amarillo, TX 79104
8	Tradewind Elementary School	Education-K thru 12	4300 Williams	Amarillo	TX	79118	21-22 Amarillo ISD ACTX			3	5.0				4300 Williams, Amarillo, TX 79118
9	San Jacinto Elementary School	Education-K thru 12	3400 W. 4th	Amarillo	TX	79106	21-22 Amarillo ISD ACTX				2.0				3400 W. 4th, Amarillo, TX 79106
10	Margaret Wills Elementary School	Education-K thru 12	3500 W. 11th Ave.	Amarillo	TX	79106	21-22 Amarillo ISD ACTX				2.0				3500 W. 11th Ave., Amarillo, TX 79106
11	Carver Elementary School	Education-K thru 12	1905 N.W. 12th	Amarillo	TX	79107	21-22 Amarillo ISD ACTX			1	3.0				1905 N.W. 12th, Amarillo, TX 79107
12	Whittier Elementary School	Education-K thru 12	2004 N. Marrs	Amarillo	TX	79107	21-22 Amarillo ISD ACTX				2.0				2004 N. Marrs, Amarillo, TX 79107
13	Mesa Verde Elementary School	Education-K thru 12	4011 Beaver	Amarillo	TX	79107	21-22 Amarillo ISD ACTX				2.0				4011 Beaver, Amarillo, TX 79107
14	Forest Hill Elementary School	Education-K thru 12	3515 Amarillo Blvd. E.	Amarillo	TX	79107	21-22 Amarillo ISD ACTX				2.0				3515 Amarillo Blvd. E., Amarillo, TX 79107
15	Avondale Elementary School	Education-K thru 12	1500 Avondale	Amarillo	TX	79106	21-22 Amarillo ISD ACTX			1	3.0				1500 Avondale, Amarillo, TX 79106
16	Wolflin Elementary School	Education-K thru 12	2026 S Hughes	Amarillo	TX	79109	21-22 Amarillo ISD ACTX			1	3.0				2026 S Hughes, Amarillo, TX 79109
17	American YouthWorks - Texas Conservation Corps 	Nonprofit	1901 E Ben White Blvd	Austin	TX	78741	21-22 American YouthWorks ACTX		30.0						1901 E Ben White Blvd, Austin, TX 78741
18	Big Thought Headquarters	Nonprofit	1409 Botham Jean Blvd, Suite 1015	Dallas	TX	75215	21-22 Big Thought ACTX			20					1409 Botham Jean Blvd, Suite 1015, Dallas, TX 75215
19	Breakthrough Central Texas Office	Nonprofit	1050 East 11th Street, Suite 350	Austin	TX	78702	21-22 Breakthrough Central Texas ACTX	21				8			1050 East 11th Street, Suite 350, Austin, TX 78702
20	University of Texas	Education-College/University	116 Inner Campus Drive	Austin	TX	78712	21-22 Breakthrough Central Texas ACTX					32			116 Inner Campus Drive, Austin, TX 78712
21	St. Andrew's Episcopal School	Education-K thru 12	1112 W 31st Street	Austin	TX	78705	21-22 Breakthrough Central Texas ACTX					32			1112 W 31st Street, Austin, TX 78705
22	Decker Middle School	Education-K thru 12	8104 Decker Lane	Austin	TX	78724	21-22 Breakthrough Central Texas ACTX					56			8104 Decker Lane, Austin, TX 78724
23	Del Valle Middle School	Education-K thru 12	5500 Ross Road	Del Valle	TX	78617	21-22 Breakthrough Central Texas ACTX					36			5500 Ross Road, Del Valle, TX 78617
24	St. John's School	Education-K thru 12	2401 Claremont Lane	Houston	TX	77019	21-22 Breakthrough Central Texas ACTX					36			2401 Claremont Lane, Houston, TX 77019
25	KIPP Connect	Education-K thru 12	6700 Bellaire Blvd	Houston	TX	77074	21-22 Breakthrough Central Texas ACTX					36			6700 Bellaire Blvd, Houston, TX 77074
26	Gregory Lincoln Education Center	Education-K thru 12	1101 Taft St	Houston	TX	77019	21-22 Breakthrough Central Texas ACTX					36			1101 Taft St, Houston, TX 77019
27	ChildFund Texas Area Office	Nonprofit	4220 N Bicentennial Dr, Suite E	McAllen	TX	78504-4103	21-22 ChildFund International ACTX						8		4220 N Bicentennial Dr, Suite E, McAllen, TX 78504-4103
28	Rosendo Benvidez Elementary School	Education-K thru 12	1885 El Pinto Rd	Sullivan City	TX	78595-2002	21-22 ChildFund International ACTX			2					1885 El Pinto Rd, Sullivan City, TX 78595-2002
29	Juan N Sequin Elementary School	Education-K thru 12	8500 N Western Rd	Mission	TX	78574-6679	21-22 ChildFund International ACTX			2					8500 N Western Rd, Mission, TX 78574-6679
30	Emiliano Zapata Elementry School	Education-K thru 12	9100 La Homa Rd	Mission	TX	78574-5442	21-22 ChildFund International ACTX			2					9100 La Homa Rd, Mission, TX 78574-5442
31	Elodia Chapa Elementary School	Education-K thru 12	5670 Doffing Rd	Mission	TX	78574-1258	21-22 ChildFund International ACTX			2					5670 Doffing Rd, Mission, TX 78574-1258
32	Evangelina Garza Elementary School	Education-K thru 12	8731 N Doffing Rd	Mission	TX	78574-3385	21-22 ChildFund International ACTX			2					8731 N Doffing Rd, Mission, TX 78574-3385
33	Clinton Elementary School	Education-K thru 12	39202 Mile 7 Rd	Penitas	TX	78576	21-22 ChildFund International ACTX			2					39202 Mile 7 Rd, Penitas, TX 78576
34	Sam Fordyce Elementary School	Education-K thru 12	801 FM886	Sullivan City	TX	78595	21-22 ChildFund International ACTX			2					801 FM886, Sullivan City, TX 78595
35	Mendiola Elementary School	Education-K thru 12	6401 Abram Rd	Mission	TX	78572	21-22 ChildFund International ACTX			2					6401 Abram Rd, Mission, TX 78572
36	Avila Elementary School	Education-K thru 12	9205 Carmen Avila Rd	Edinburg	TX	78542-0961	21-22 ChildFund International ACTX			2					9205 Carmen Avila Rd, Edinburg, TX 78542-0961
37	Monte Cristo Elementary School	Education-K thru 12	4010 N Doolittle Rd	Edinburg	TX	78542-0538	21-22 ChildFund International ACTX			2					4010 N Doolittle Rd, Edinburg, TX 78542-0538
38	Lee Elementary School	Education-K thru 12	1215 W Sprague	Edinburg	TX	78542-7402	21-22 ChildFund International ACTX			2					1215 W Sprague, Edinburg, TX 78542-7402
39	Guerra Elementary School	Education-K thru 12	10010 N Via Fernandez	Edinburg	TX	78541	21-22 ChildFund International ACTX			2					10010 N Via Fernandez, Edinburg, TX 78541
40	Villarreal Elementary School	Education-K thru 12	4014 N Doolittle Rd	Edinburg	TX	78542	21-22 ChildFund International ACTX			2					4014 N Doolittle Rd, Edinburg, TX 78542
41	Singleterry Elementary	Education-K thru 12	9113 Val Verde Rd	Donna	TX	78537	21-22 ChildFund International ACTX			2					9113 Val Verde Rd, Donna, TX 78537
42	Allison Elementary School	Education-K thru 12	515 Vargas Road	Austin	TX	78741-2455	21-22 Communities In Schools of Central Texas ACTX			1					515 Vargas Road, Austin, TX 78741-2455
43	Becker Elementary School	Education-K thru 12	906 W Milton St	Austin	TX	78704	21-22 Communities In Schools of Central Texas ACTX					3			906 W Milton St, Austin, TX 78704
44	Bedicheck Middle School	Education-K thru 12	6800 Bill Hughes Road	Austin	TX	78745-5605	21-22 Communities In Schools of Central Texas ACTX	2							6800 Bill Hughes Road, Austin, TX 78745-5605
45	Bertha Sadler Means Middle School	Education-K thru 12	6401 N Hampton Dr	Austin	TX	78723-2042	21-22 Communities In Schools of Central Texas ACTX	1							6401 N Hampton Dr, Austin, TX 78723-2042
46	Blackshear Elementary School	Education-K thru 12	1712 E. 11th Street	Austin	TX	78702-2717	21-22 Communities In Schools of Central Texas ACTX	1				2			1712 E. 11th Street, Austin, TX 78702-2717
47	Burnet Middle School	Education-K thru 12	8401 Hathaway	Austin	TX	78757-7029	21-22 Communities In Schools of Central Texas ACTX	2				2			8401 Hathaway, Austin, TX 78757-7029
48	Communities In Schools Central Office	Nonprofit	3000 S IH 35	Austin	TX	78704	21-22 Communities In Schools of Central Texas ACTX					1			3000 S IH 35, Austin, TX 78704
49	Chapa Middle School	Education-K thru 12	3311 Dacy Ln	Kyle	TX	78640	21-22 Communities In Schools of Central Texas ACTX	1				1			3311 Dacy Ln, Kyle, TX 78640
50	Cook Elementary School	Education-K thru 12	1511 Cripple Creek Drive	Austin	TX	78758-5099	21-22 Communities In Schools of Central Texas ACTX	2							1511 Cripple Creek Drive, Austin, TX 78758-5099
51	Covington Middle School	Education-K thru 12	3700 Convict Hill Rd	Austin	TX	78749-2526	21-22 Communities In Schools of Central Texas ACTX	2							3700 Convict Hill Rd, Austin, TX 78749-2526
52	Crockett Elementary School	Education-K thru 12	1300 Girard St	San Marcos	TX	78666-2813	21-22 Communities In Schools of Central Texas ACTX	1		1		1			1300 Girard St, San Marcos, TX 78666-2813
53	Crockett High School	Education-K thru 12	5601 Menchaca Rd	Austin	TX	78745	21-22 Communities In Schools of Central Texas ACTX					1			5601 Menchaca Rd, Austin, TX 78745
54	De Zavala Elementary School	Education-K thru 12	150 De Zavala Dr	San Marcos	TX	78666	21-22 Communities In Schools of Central Texas ACTX	1				1			150 De Zavala Dr, San Marcos, TX 78666
55	Decker Elementary School	Education-K thru 12	8500 Decker Lane	Austin	TX	78724-2202	21-22 Communities In Schools of Central Texas ACTX	1							8500 Decker Lane, Austin, TX 78724-2202
56	Dobie Middle School	Education-K thru 12	1200 E. Rundberg Lane	Austin	TX	78753-4934	21-22 Communities In Schools of Central Texas ACTX	2							1200 E. Rundberg Lane, Austin, TX 78753-4934
57	Elgin Intermediate School	Education-K thru 12	902 West 2nd St	Elgin	TX	78621-2515	21-22 Communities In Schools of Central Texas ACTX	1				1			902 West 2nd St, Elgin, TX 78621-2515
58	Goodnight Middle School	Education-K thru 12	1301 TX-123	San Marcos	TX	78666-0000	21-22 Communities In Schools of Central Texas ACTX	2							1301 TX-123, San Marcos, TX 78666-0000
59	Gus Garcia Young Mens Leadership Academy	Education-K thru 12	7414 Johnny Morris Road	Austin	TX	78724-2902	21-22 Communities In Schools of Central Texas ACTX	1							7414 Johnny Morris Road, Austin, TX 78724-2902
60	Harris Elementary School	Education-K thru 12	1711 Wheless Ln	Austin	TX	78723	21-22 Communities In Schools of Central Texas ACTX					1			1711 Wheless Ln, Austin, TX 78723
61	Hart Elementary School	Education-K thru 12	8301 Furness	Austin	TX	78753-5826	21-22 Communities In Schools of Central Texas ACTX	1		1		1			8301 Furness, Austin, TX 78753-5826
62	Johnson High School	Education-K thru 12	4260 FM 967	Buda	TX	78610	21-22 Communities In Schools of Central Texas ACTX					1			4260 FM 967, Buda, TX 78610
63	Kealing Middle School	Education-K thru 12	1607 Pennsylvania Ave	Austin	TX	78702	21-22 Communities In Schools of Central Texas ACTX					1			1607 Pennsylvania Ave, Austin, TX 78702
64	Langford Elementary School	Education-K thru 12	2206 Blue Meadow	Austin	TX	78744-5016	21-22 Communities In Schools of Central Texas ACTX	1		1					2206 Blue Meadow, Austin, TX 78744-5016
65	Lively Middle School	Education-K thru 12	201 E Mary St	Austin	TX	78704-3554	21-22 Communities In Schools of Central Texas ACTX	1							201 E Mary St, Austin, TX 78704-3554
66	Lockhart Junior High School	Education-K thru 12	500 City Line Rd	Lockhart	TX	78644-2572	21-22 Communities In Schools of Central Texas ACTX	1				1			500 City Line Rd, Lockhart, TX 78644-2572
67	Metz-Sanchez Elementary School	Education-K thru 12	84 Robert T. Martinez Jr St	Austin	TX	78702-4551	21-22 Communities In Schools of Central Texas ACTX	1							84 Robert T. Martinez Jr St, Austin, TX 78702-4551
68	Oak Springs Elementary School	Education-K thru 12	3601 Webberville Road	Austin	TX	78702-3008	21-22 Communities In Schools of Central Texas ACTX	1				1			3601 Webberville Road, Austin, TX 78702-3008
69	Overton Elementary School	Education-K thru 12	7201 Colony Loop Dr	Austin	TX	78724-5348	21-22 Communities In Schools of Central Texas ACTX	1		1					7201 Colony Loop Dr, Austin, TX 78724-5348
70	Perez Elementary School	Education-K thru 12	7500 S. Pleasant Valley Road	Austin	TX	78744-6412	21-22 Communities In Schools of Central Texas ACTX	2							7500 S. Pleasant Valley Road, Austin, TX 78744-6412
71	Pickle Elementary School	Education-K thru 12	1101 Wheatley	Austin	TX	78752-1733	21-22 Communities In Schools of Central Texas ACTX	1							1101 Wheatley, Austin, TX 78752-1733
72	Rodriguez Elementary School	Education-K thru 12	4400 Franklin Park Drive	Austin	TX	78744-2929	21-22 Communities In Schools of Central Texas ACTX			1		2			4400 Franklin Park Drive, Austin, TX 78744-2929
73	ShadowGlen Elementary School	Education-K thru 12	12000 Shadowglen Trace	Manor	TX	78653	21-22 Communities In Schools of Central Texas ACTX					1			12000 Shadowglen Trace, Manor, TX 78653
74	Simon Middle School	Education-K thru 12	3839 E. FM 150	Kyle	TX	78640-6072	21-22 Communities In Schools of Central Texas ACTX	1							3839 E. FM 150, Kyle, TX 78640-6072
75	Strawn Elementary School	Education-K thru 12	9000 FM1854	Dale	TX	78616-2004	21-22 Communities In Schools of Central Texas ACTX			1					9000 FM1854, Dale, TX 78616-2004
76	Wallace Middle School	Education-K thru 12	1500 W. Center Road	Kyle	TX	78640-5644	21-22 Communities In Schools of Central Texas ACTX	1				1			1500 W. Center Road, Kyle, TX 78640-5644
77	Webb Middle School	Education-K thru 12	601 E St. Johns Ave	Austin	TX	78752	21-22 Communities In Schools of Central Texas ACTX					1			601 E St. Johns Ave, Austin, TX 78752
78	Widen Elementary School	Education-K thru 12	5605 Nuckols Crossing Road	Austin	TX	 78744-4615	21-22 Communities In Schools of Central Texas ACTX	1				1			5605 Nuckols Crossing Road, Austin, TX 78744-4615
79	Wooten Elementary School	Education-K thru 12	1406 Dale Dr	Austin	TX	78757-8310	21-22 Communities In Schools of Central Texas ACTX			1		2			1406 Dale Dr, Austin, TX 78757-8310
80	Zavala Elementary School	Education-K thru 12	310 Robert T. Martinez Jr St	Austin	TX	78702-4536	21-22 Communities In Schools of Central Texas ACTX	1							310 Robert T. Martinez Jr St, Austin, TX 78702-4536
81	Hodge Elementary School	Education-K thru 12	3900 Grant Pkwy.	Denton	TX	76208-3412	21-22 Communities In Schools of North Texas ACTX					1	1		3900 Grant Pkwy., Denton, TX 76208-3412
82	Alexander Elementary School	Education-K thru 12	800 Mack Dr.	Denton	TX	76209-6314	21-22 Communities In Schools of North Texas ACTX					1	1		800 Mack Dr., Denton, TX 76209-6314
83	Rivera Elementary School	Education-K thru 12	701 Newton St.	Denton	TX	76205-6234	21-22 Communities In Schools of North Texas ACTX					1	1		701 Newton St., Denton, TX 76205-6234
84	Calhoun Middle School	Education-K thru 12	709 W Congress St.	Denton	TX	76201-4011	21-22 Communities In Schools of North Texas ACTX					1	1		709 W Congress St., Denton, TX 76201-4011
85	Strickland Middle School	Education-K thru 12	324 E Windsor Dr.	Denton	TX	76209-8312	21-22 Communities In Schools of North Texas ACTX					1	1		324 E Windsor Dr., Denton, TX 76209-8312
86	Evers Park Elementary School	Education-K thru 12	3300 Evers Pkwy.	Denton	TX	76207-7208	21-22 Communities In Schools of North Texas ACTX					1	1		3300 Evers Pkwy., Denton, TX 76207-7208
87	Central Elementary School	Education-K thru 12	400 High School Dr.	Lewisville	TX	75057-3635	21-22 Communities In Schools of North Texas ACTX					1	1		400 High School Dr., Lewisville, TX 75057-3635
88	Lakeland Elementary School	Education-K thru 12	800 Fox Ave.	Lewisville	TX	75067-4552	21-22 Communities In Schools of North Texas ACTX					1	1		800 Fox Ave., Lewisville, TX 75067-4552
89	Lewisville Elementary School	Education-K thru 12	285 Country Ridge	Lewisville	TX	75067-7968	21-22 Communities In Schools of North Texas ACTX					1	1		285 Country Ridge, Lewisville, TX 75067-7968
90	DeLay Middle School	Education-K thru 12	2103 Savage Ln.	Lewisville	TX	75057-2149	21-22 Communities In Schools of North Texas ACTX					1	1		2103 Savage Ln., Lewisville, TX 75057-2149
91	Bridgeport Elementary School	Education-K thru 12	1408 Elementary Dr.	Bridgeport	TX	76426-4100	21-22 Communities In Schools of North Texas ACTX					2			1408 Elementary Dr., Bridgeport, TX 76426-4100
92	Bridgeport Intermediate School	Education-K thru 12	1400 US Hwy 380	Bridgeport	TX	76426-2050	21-22 Communities In Schools of North Texas ACTX					1			1400 US Hwy 380, Bridgeport, TX 76426-2050
93	Bridgeport Middle School	Education-K thru 12	702 17th St.	Bridgeport	TX	76426-3903	21-22 Communities In Schools of North Texas ACTX					1			702 17th St., Bridgeport, TX 76426-3903
94	Bridgeport High School	Education-K thru 12	1 Maroon Dr.	Bridgeport	TX	76426-6741	21-22 Communities In Schools of North Texas ACTX					1			1 Maroon Dr., Bridgeport, TX 76426-6741
95	Borman Elementary School	Education-K thru 12	1201 Parvin St.	Denton	TX	76205-6715	21-22 Communities In Schools of North Texas ACTX					10			1201 Parvin St., Denton, TX 76205-6715
96	Ginnings Elementary School	Education-K thru 12	2525 Yellowstone Pl.	Denton	TX	76209-8602	21-22 Communities In Schools of North Texas ACTX					1			2525 Yellowstone Pl., Denton, TX 76209-8602
97	Myers Middle School	Education-K thru 12	131 N Garza Rd.	Shady Shores	TX	76208-5612	21-22 Communities In Schools of North Texas ACTX					1			131 N Garza Rd., Shady Shores, TX 76208-5612
98	Strickland Middle School	Education-K thru 12	324 E Windsor Dr.	Denton	TX	76209-8312	21-22 Communities In Schools of North Texas ACTX					1			324 E Windsor Dr., Denton, TX 76209-8312
99	Denton High School	Education-K thru 12	1007 Fulton St.	Denton	TX	76201-2851	21-22 Communities In Schools of North Texas ACTX					2			1007 Fulton St., Denton, TX 76201-2851
100	Ryan High School	Education-K thru 12	5101 E Mckinney St.	Denton	TX	76208-4630	21-22 Communities In Schools of North Texas ACTX					2			5101 E Mckinney St., Denton, TX 76208-4630
101	Corinth Elementary School	Education-K thru 12	3501 Cliff Oaks Dr.	Corinth	TX	76210-1801	21-22 Communities In Schools of North Texas ACTX					2			3501 Cliff Oaks Dr., Corinth, TX 76210-1801
102	Lake Dallas Elementary School	Education-K thru 12	401 Main St.	Lake Dallas	TX	75065-2725	21-22 Communities In Schools of North Texas ACTX					2			401 Main St., Lake Dallas, TX 75065-2725
103	Lake Dallas Middle School	Education-K thru 12	325 E Hundley Dr.	Lake Dallas	TX	75065-2629	21-22 Communities In Schools of North Texas ACTX					1			325 E Hundley Dr., Lake Dallas, TX 75065-2629
104	Lake Dallas High School	Education-K thru 12	3016 Parkridge Dr.	Corinth	TX	76210-2228	21-22 Communities In Schools of North Texas ACTX					1			3016 Parkridge Dr., Corinth, TX 76210-2228
105	Degan Elementary School	Education-K thru 12	1680 College Parkway	Lewisville	TX	75077-2708	21-22 Communities In Schools of North Texas ACTX					1			1680 College Parkway, Lewisville, TX 75077-2708
106	Mill Street Elementary School	Education-K thru 12	601 S Mill St.	Lewisville	TX	75057-3969	21-22 Communities In Schools of North Texas ACTX					1			601 S Mill St., Lewisville, TX 75057-3969
107	Parkway Elementary School	Education-K thru 12	2100 S Valley Parkway	Lewisville	TX	75067-7498	21-22 Communities In Schools of North Texas ACTX					1			2100 S Valley Parkway, Lewisville, TX 75067-7498
108	Peters Colony Elementary School	Education-K thru 12	5101 Nash Dr.	The Colony	TX	75056-1700	21-22 Communities In Schools of North Texas ACTX					1			5101 Nash Dr., The Colony, TX 75056-1700
109	Rockbrook Elementary School	Education-K thru 12	2751 Rockbrook Dr.	Lewisville	TX	75067-4150	21-22 Communities In Schools of North Texas ACTX					1			2751 Rockbrook Dr., Lewisville, TX 75067-4150
110	Camey Elementary School 	Education-K thru 12	4949 Arbor Glen Rd	The Colony	TX	75056	21-22 Communities In Schools of North Texas ACTX					1			4949 Arbor Glen Rd, The Colony, TX 75056
111	Ethridge Elementary School	Education-K thru 12	6001 Ethridge Dr	The Colony	TX	75056	21-22 Communities In Schools of North Texas ACTX					1			6001 Ethridge Dr, The Colony, TX 75056
112	Vickery Elementary School	Education-K thru 12	3301 Wager Rd.	Flower Mound	TX	75028-1405	21-22 Communities In Schools of North Texas ACTX					1			3301 Wager Rd., Flower Mound, TX 75028-1405
113	Durham Middle School	Education-K thru 12	2075 S Edmoonds Ln	Lewisville	TX	75067-6155	21-22 Communities In Schools of North Texas ACTX					1			2075 S Edmoonds Ln, Lewisville, TX 75067-6155
114	Hedrick Middle School	Education-K thru 12	1526 Bellaire Blvd.	Lewisville	TX	75067-4901	21-22 Communities In Schools of North Texas ACTX					9			1526 Bellaire Blvd., Lewisville, TX 75067-4901
115	Lewisville Harmon High School	Education-K thru 12	1250 W Round Grove Rd.	Lewisville	TX	75067-7914	21-22 Communities In Schools of North Texas ACTX					1			1250 W Round Grove Rd., Lewisville, TX 75067-7914
116	Lewisville Killough High School	Education-K thru 12	1301 Summit Ave.	Lewisville	TX	75077-2511	21-22 Communities In Schools of North Texas ACTX					1			1301 Summit Ave., Lewisville, TX 75077-2511
117	Lewisville High School	Education-K thru 12	1098 W Main St.	Lewisville	TX	75067-3518	21-22 Communities In Schools of North Texas ACTX					1			1098 W Main St., Lewisville, TX 75067-3518
118	Little Elm High School	Education-K thru 12	1900 Walker Ln.	Little Elm	TX	75068-6924	21-22 Communities In Schools of North Texas ACTX					1			1900 Walker Ln., Little Elm, TX 75068-6924
119	Clara Love Elementary School	Education-K thru 12	16301 Elementary Dr.	Justin	TX	76247-5785	21-22 Communities In Schools of North Texas ACTX					1			16301 Elementary Dr., Justin, TX 76247-5785
120	Prairie View Elementary School	Education-K thru 12	609 FM 3433	Rhome	TX	76078-5407	21-22 Communities In Schools of North Texas ACTX					1			609 FM 3433, Rhome, TX 76078-5407
121	Seven Hills Elementary School	Education-K thru 12	654 FM 3433	Newark	TX	76071-5431	21-22 Communities In Schools of North Texas ACTX					1			654 FM 3433, Newark, TX 76071-5431
122	Chisholm Trail Middle School	Education-K thru 12	583 FM 3433	Rhome	TX	76078-5401	21-22 Communities In Schools of North Texas ACTX					1			583 FM 3433, Rhome, TX 76078-5401
123	Pike Middle School	Education-K thru 12	2200 Texan Dr.	Justin	TX	76247-8792	21-22 Communities In Schools of North Texas ACTX					1			2200 Texan Dr., Justin, TX 76247-8792
124	Griffen Middle School	Education-K thru 12	5105 N Colony Blvd	The Colony	TX	75056	21-22 Communities In Schools of North Texas ACTX					1			5105 N Colony Blvd, The Colony, TX 75056
125	Huffins Middle School 	Education-K thru 12	1440 N Valley Pkwy 	Lewisville	TX	75077	21-22 Communities In Schools of North Texas ACTX					1			1440 N Valley Pkwy, Lewisville, TX 75077
126	Northwest High School	Education-K thru 12	2301 Texan Dr.	Justin	TX	76247-8793	21-22 Communities In Schools of North Texas ACTX					1			2301 Texan Dr., Justin, TX 76247-8793
127	Beacon Hill Academy	Education-K thru 12	1411 W Ashby Pl	San Antonio	TX	78201-6337	21-22 Communities In Schools of San Antonio ACTX					2			1411 W Ashby Pl, San Antonio, TX 78201-6337
128	Burbank High School	Education-K thru 12	1002 Edwards St	San Antonio	TX	78204-2698	21-22 Communities In Schools of San Antonio ACTX					2			1002 Edwards St, San Antonio, TX 78204-2698
129	Cable Elementary School	Education-K thru 12	1706 Pinn Rd	San Antonio	TX	78227-2907	21-22 Communities In Schools of San Antonio ACTX						2		1706 Pinn Rd, San Antonio, TX 78227-2907
130	Camelot Elementary School	Education-K thru 12	7410 Ray Bon Dr	San Antonio	TX	78218-2840	21-22 Communities In Schools of San Antonio ACTX					0.25			7410 Ray Bon Dr, San Antonio, TX 78218-2840
131	Candlewood Elementary School	Education-K thru 12	3635 Candleglenn	San Antonio	TX	78244-2100	21-22 Communities In Schools of San Antonio ACTX						2		3635 Candleglenn, San Antonio, TX 78244-2100
132	Carvajal Early Childhood Campus	Education-K thru 12	225 Arizona	San Antonio	TX	78207-6411	21-22 Communities In Schools of San Antonio ACTX					3			225 Arizona, San Antonio, TX 78207-6411
133	CAST STEM High School	Education-K thru 12	4495 SW Verano Pkwy	Von Ormy	TX	78073-4331	21-22 Communities In Schools of San Antonio ACTX					2			4495 SW Verano Pkwy, Von Ormy, TX 78073-4331
134	Charles C. Ball Academy	Education-K thru 12	343 Koehler Ct	San Antonio	TX	78223	21-22 Communities In Schools of San Antonio ACTX						1		343 Koehler Ct, San Antonio, TX 78223
135	Chavez Excel Academy	Education-K thru 12	11937 IH 10 W	San Antonio	TX	78230	21-22 Communities In Schools of San Antonio ACTX					0.25			11937 IH 10 W, San Antonio, TX 78230
136	Churchill High School	Education-K thru 12	12049 Blanco Rd	San Antonio	TX	78216 -2411	21-22 Communities In Schools of San Antonio ACTX					2			12049 Blanco Rd, San Antonio, TX 78216 -2411
137	Colonial Hills Elementary School 	Education-K thru 12	2627 Kerrybrook Ct	San Antonio	TX	78230- 4534	21-22 Communities In Schools of San Antonio ACTX					3			2627 Kerrybrook Ct, San Antonio, TX 78230- 4534
138	Converse Elementary School	Education-K thru 12	6720 FM 1516	Converse	TX	78109 -1399	21-22 Communities In Schools of San Antonio ACTX						1		6720 FM 1516, Converse, TX 78109 -1399
139	Cooper Academy	Education-K thru 12	1700 Tampico	San Antonio	TX	78207 -0000	21-22 Communities In Schools of San Antonio ACTX					0.5			1700 Tampico, San Antonio, TX 78207 -0000
140	David Crockett Academy	Education-K thru 12	2215 Morales St	San Antonio	TX	78207-2599	21-22 Communities In Schools of San Antonio ACTX						1		2215 Morales St, San Antonio, TX 78207-2599
141	East Central High School	Education-K thru 12	7173 FM 1628	San Antonio	TX	78263-9620	21-22 Communities In Schools of San Antonio ACTX					0.5			7173 FM 1628, San Antonio, TX 78263-9620
142	East Central CAST LEAD High School	Education-K thru 12	7284 FM 1628	San Antonio	TX	78263-9620	21-22 Communities In Schools of San Antonio ACTX					0.5			7284 FM 1628, San Antonio, TX 78263-9620
143	Ed White Middle School	Education-K thru 12	7800 Midcrown Dr	San Antonio	TX	78218-2322	21-22 Communities In Schools of San Antonio ACTX					0.5	1		7800 Midcrown Dr, San Antonio, TX 78218-2322
144	E. H. Gilbert Elementary School	Education-K thru 12	931 E Southcross	San Antonio	TX	78214	21-22 Communities In Schools of San Antonio ACTX					0.5			931 E Southcross, San Antonio, TX 78214
145	Glenoaks Elementary School	Education-K thru 12	5103 Newcome Dr	San Antonio	TX	78229-4924	21-22 Communities In Schools of San Antonio ACTX					1	1		5103 Newcome Dr, San Antonio, TX 78229-4924
146	Harlendale Middle School	Education-K thru 12	300 W Huff Ave	San Antonio	TX	78214	21-22 Communities In Schools of San Antonio ACTX						1		300 W Huff Ave, San Antonio, TX 78214
147	Highlands High School	Education-K thru 12	3118 Elgin Ave	San Antonio	TX	78210-5599	21-22 Communities In Schools of San Antonio ACTX					0.25			3118 Elgin Ave, San Antonio, TX 78210-5599
148	Hobby Middle School	Education-K thru 12	11843 Vance Jackson Rd	San Antonio	TX	78230	21-22 Communities In Schools of San Antonio ACTX						1		11843 Vance Jackson Rd, San Antonio, TX 78230
